Site,Latitude,Longitude,Elevation,Time,Depth,LakeElevation,BedTemperature
L9820,70.267,-151.387,9.5,10/8/21,NaN,NaN,1.4
L9820,70.267,-151.387,9.5,10/9/21,NaN,NaN,1.3
L9820,70.267,-151.387,9.5,10/10/21,NaN,NaN,1.3
L9820,70.267,-151.387,9.5,10/11/21,NaN,NaN,1.3
L9820,70.267,-151.387,9.5,10/12/21,NaN,NaN,1.2
L9820,70.267,-151.387,9.5,10/13/21,NaN,NaN,1.2
L9820,70.267,-151.387,9.5,10/14/21,NaN,NaN,1.1
L9820,70.267,-151.387,9.5,10/15/21,NaN,NaN,1.0
L9820,70.267,-151.387,9.5,10/16/21,NaN,NaN,1.0
L9820,70.267,-151.387,9.5,10/17/21,NaN,NaN,0.9
L9820,70.267,-151.387,9.5,10/18/21,NaN,NaN,0.9
L9820,70.267,-151.387,9.5,10/19/21,NaN,NaN,0.8
L9820,70.267,-151.387,9.5,10/20/21,NaN,NaN,0.8
L9820,70.267,-151.387,9.5,10/21/21,NaN,NaN,0.7
L9820,70.267,-151.387,9.5,10/22/21,NaN,NaN,0.7
L9820,70.267,-151.387,9.5,10/23/21,NaN,NaN,0.7
L9820,70.267,-151.387,9.5,10/24/21,NaN,NaN,0.6
L9820,70.267,-151.387,9.5,10/25/21,NaN,NaN,0.6
L9820,70.267,-151.387,9.5,10/26/21,NaN,NaN,0.6
L9820,70.267,-151.387,9.5,10/27/21,NaN,NaN,0.5
L9820,70.267,-151.387,9.5,10/28/21,NaN,NaN,0.5
L9820,70.267,-151.387,9.5,10/29/21,NaN,NaN,0.5
L9820,70.267,-151.387,9.5,10/30/21,NaN,NaN,0.5
L9820,70.267,-151.387,9.5,10/31/21,NaN,NaN,0.4
L9820,70.267,-151.387,9.5,11/1/21,NaN,NaN,0.3
L9820,70.267,-151.387,9.5,11/2/21,NaN,NaN,0.3
L9820,70.267,-151.387,9.5,11/3/21,NaN,NaN,0.2
L9820,70.267,-151.387,9.5,11/4/21,NaN,NaN,0.2
L9820,70.267,-151.387,9.5,11/5/21,NaN,NaN,0.2
L9820,70.267,-151.387,9.5,11/6/21,NaN,NaN,0.2
L9820,70.267,-151.387,9.5,11/7/21,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,11/8/21,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,11/9/21,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,11/10/21,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,11/11/21,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,11/12/21,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,11/13/21,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,11/14/21,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,11/15/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/16/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/17/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/18/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/19/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/20/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/21/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/22/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/23/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/24/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/25/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/26/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/27/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/28/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/29/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,11/30/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/1/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/2/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/3/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/4/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/5/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/6/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/7/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/8/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/9/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/10/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/11/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/12/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/13/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/14/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/15/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/16/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/17/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/18/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/19/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/20/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/21/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/22/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/23/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/24/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/25/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/26/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/27/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/28/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/29/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/30/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,12/31/21,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/1/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/2/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/3/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/4/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/5/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/6/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/7/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/8/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/9/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/10/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/11/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/12/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/13/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/14/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/15/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/16/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/17/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,1/18/22,NaN,NaN,-0.2
L9820,70.267,-151.387,9.5,1/19/22,NaN,NaN,-0.3
L9820,70.267,-151.387,9.5,1/20/22,NaN,NaN,-0.4
L9820,70.267,-151.387,9.5,1/21/22,NaN,NaN,-0.6
L9820,70.267,-151.387,9.5,1/22/22,NaN,NaN,-0.8
L9820,70.267,-151.387,9.5,1/23/22,NaN,NaN,-0.9
L9820,70.267,-151.387,9.5,1/24/22,NaN,NaN,-0.9
L9820,70.267,-151.387,9.5,1/25/22,NaN,NaN,-0.9
L9820,70.267,-151.387,9.5,1/26/22,NaN,NaN,-0.9
L9820,70.267,-151.387,9.5,1/27/22,NaN,NaN,-1.0
L9820,70.267,-151.387,9.5,1/28/22,NaN,NaN,-1.2
L9820,70.267,-151.387,9.5,1/29/22,NaN,NaN,-1.5
L9820,70.267,-151.387,9.5,1/30/22,NaN,NaN,-1.7
L9820,70.267,-151.387,9.5,1/31/22,NaN,NaN,-1.7
L9820,70.267,-151.387,9.5,2/1/22,NaN,NaN,-1.7
L9820,70.267,-151.387,9.5,2/2/22,NaN,NaN,-1.9
L9820,70.267,-151.387,9.5,2/3/22,NaN,NaN,-2.1
L9820,70.267,-151.387,9.5,2/4/22,NaN,NaN,-2.4
L9820,70.267,-151.387,9.5,2/5/22,NaN,NaN,-2.6
L9820,70.267,-151.387,9.5,2/6/22,NaN,NaN,-2.8
L9820,70.267,-151.387,9.5,2/7/22,NaN,NaN,-3.0
L9820,70.267,-151.387,9.5,2/8/22,NaN,NaN,-3.3
L9820,70.267,-151.387,9.5,2/9/22,NaN,NaN,-3.7
L9820,70.267,-151.387,9.5,2/10/22,NaN,NaN,-4.0
L9820,70.267,-151.387,9.5,2/11/22,NaN,NaN,-4.2
L9820,70.267,-151.387,9.5,2/12/22,NaN,NaN,-4.3
L9820,70.267,-151.387,9.5,2/13/22,NaN,NaN,-4.5
L9820,70.267,-151.387,9.5,2/14/22,NaN,NaN,-4.8
L9820,70.267,-151.387,9.5,2/15/22,NaN,NaN,-5.1
L9820,70.267,-151.387,9.5,2/16/22,NaN,NaN,-5.3
L9820,70.267,-151.387,9.5,2/17/22,NaN,NaN,-5.5
L9820,70.267,-151.387,9.5,2/18/22,NaN,NaN,-5.5
L9820,70.267,-151.387,9.5,2/19/22,NaN,NaN,-5.6
L9820,70.267,-151.387,9.5,2/20/22,NaN,NaN,-5.6
L9820,70.267,-151.387,9.5,2/21/22,NaN,NaN,-5.8
L9820,70.267,-151.387,9.5,2/22/22,NaN,NaN,-5.7
L9820,70.267,-151.387,9.5,2/23/22,NaN,NaN,-5.3
L9820,70.267,-151.387,9.5,2/24/22,NaN,NaN,-4.9
L9820,70.267,-151.387,9.5,2/25/22,NaN,NaN,-4.8
L9820,70.267,-151.387,9.5,2/26/22,NaN,NaN,-4.8
L9820,70.267,-151.387,9.5,2/27/22,NaN,NaN,-4.8
L9820,70.267,-151.387,9.5,2/28/22,NaN,NaN,-4.7
L9820,70.267,-151.387,9.5,3/1/22,NaN,NaN,-4.5
L9820,70.267,-151.387,9.5,3/2/22,NaN,NaN,-4.2
L9820,70.267,-151.387,9.5,3/3/22,NaN,NaN,-4.0
L9820,70.267,-151.387,9.5,3/4/22,NaN,NaN,-3.8
L9820,70.267,-151.387,9.5,3/5/22,NaN,NaN,-3.8
L9820,70.267,-151.387,9.5,3/6/22,NaN,NaN,-3.7
L9820,70.267,-151.387,9.5,3/7/22,NaN,NaN,-3.7
L9820,70.267,-151.387,9.5,3/8/22,NaN,NaN,-3.7
L9820,70.267,-151.387,9.5,3/9/22,NaN,NaN,-3.9
L9820,70.267,-151.387,9.5,3/10/22,NaN,NaN,-4.1
L9820,70.267,-151.387,9.5,3/11/22,NaN,NaN,-4.3
L9820,70.267,-151.387,9.5,3/12/22,NaN,NaN,-4.6
L9820,70.267,-151.387,9.5,3/13/22,NaN,NaN,-4.9
L9820,70.267,-151.387,9.5,3/14/22,NaN,NaN,-5.3
L9820,70.267,-151.387,9.5,3/15/22,NaN,NaN,-5.4
L9820,70.267,-151.387,9.5,3/16/22,NaN,NaN,-5.5
L9820,70.267,-151.387,9.5,3/17/22,NaN,NaN,-5.6
L9820,70.267,-151.387,9.5,3/18/22,NaN,NaN,-5.8
L9820,70.267,-151.387,9.5,3/19/22,NaN,NaN,-5.9
L9820,70.267,-151.387,9.5,3/20/22,NaN,NaN,-6.1
L9820,70.267,-151.387,9.5,3/21/22,NaN,NaN,-6.3
L9820,70.267,-151.387,9.5,3/22/22,NaN,NaN,-6.5
L9820,70.267,-151.387,9.5,3/23/22,NaN,NaN,-6.7
L9820,70.267,-151.387,9.5,3/24/22,NaN,NaN,-6.9
L9820,70.267,-151.387,9.5,3/25/22,NaN,NaN,-6.8
L9820,70.267,-151.387,9.5,3/26/22,NaN,NaN,-6.7
L9820,70.267,-151.387,9.5,3/27/22,NaN,NaN,-6.6
L9820,70.267,-151.387,9.5,3/28/22,NaN,NaN,-6.4
L9820,70.267,-151.387,9.5,3/29/22,NaN,NaN,-6.3
L9820,70.267,-151.387,9.5,3/30/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,3/31/22,NaN,NaN,-6.4
L9820,70.267,-151.387,9.5,4/1/22,NaN,NaN,-6.5
L9820,70.267,-151.387,9.5,4/2/22,NaN,NaN,-6.6
L9820,70.267,-151.387,9.5,4/3/22,NaN,NaN,-6.7
L9820,70.267,-151.387,9.5,4/4/22,NaN,NaN,-6.8
L9820,70.267,-151.387,9.5,4/5/22,NaN,NaN,-6.9
L9820,70.267,-151.387,9.5,4/6/22,NaN,NaN,-7.0
L9820,70.267,-151.387,9.5,4/7/22,NaN,NaN,-7.0
L9820,70.267,-151.387,9.5,4/8/22,NaN,NaN,-7.0
L9820,70.267,-151.387,9.5,4/9/22,NaN,NaN,-6.9
L9820,70.267,-151.387,9.5,4/10/22,NaN,NaN,-6.9
L9820,70.267,-151.387,9.5,4/11/22,NaN,NaN,-6.9
L9820,70.267,-151.387,9.5,4/12/22,NaN,NaN,-6.7
L9820,70.267,-151.387,9.5,4/13/22,NaN,NaN,-6.4
L9820,70.267,-151.387,9.5,4/14/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/15/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/16/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/17/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/18/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/19/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/20/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/21/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/22/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/23/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/24/22,NaN,NaN,-6.2
L9820,70.267,-151.387,9.5,4/25/22,NaN,NaN,-6.0
L9820,70.267,-151.387,9.5,4/26/22,NaN,NaN,-5.9
L9820,70.267,-151.387,9.5,4/27/22,NaN,NaN,-5.7
L9820,70.267,-151.387,9.5,4/28/22,NaN,NaN,-5.4
L9820,70.267,-151.387,9.5,4/29/22,NaN,NaN,-5.2
L9820,70.267,-151.387,9.5,4/30/22,NaN,NaN,-5.2
L9820,70.267,-151.387,9.5,5/1/22,NaN,NaN,-5.0
L9820,70.267,-151.387,9.5,5/2/22,NaN,NaN,-4.8
L9820,70.267,-151.387,9.5,5/3/22,NaN,NaN,-4.7
L9820,70.267,-151.387,9.5,5/4/22,NaN,NaN,-4.5
L9820,70.267,-151.387,9.5,5/5/22,NaN,NaN,-4.3
L9820,70.267,-151.387,9.5,5/6/22,NaN,NaN,-4.1
L9820,70.267,-151.387,9.5,5/7/22,NaN,NaN,-4.0
L9820,70.267,-151.387,9.5,5/8/22,NaN,NaN,-3.7
L9820,70.267,-151.387,9.5,5/9/22,NaN,NaN,-3.5
L9820,70.267,-151.387,9.5,5/10/22,NaN,NaN,-3.3
L9820,70.267,-151.387,9.5,5/11/22,NaN,NaN,-3.0
L9820,70.267,-151.387,9.5,5/12/22,NaN,NaN,-2.8
L9820,70.267,-151.387,9.5,5/13/22,NaN,NaN,-2.7
L9820,70.267,-151.387,9.5,5/14/22,NaN,NaN,-2.5
L9820,70.267,-151.387,9.5,5/15/22,NaN,NaN,-2.4
L9820,70.267,-151.387,9.5,5/16/22,NaN,NaN,-2.4
L9820,70.267,-151.387,9.5,5/17/22,NaN,NaN,-2.4
L9820,70.267,-151.387,9.5,5/18/22,NaN,NaN,-2.4
L9820,70.267,-151.387,9.5,5/19/22,NaN,NaN,-2.3
L9820,70.267,-151.387,9.5,5/20/22,NaN,NaN,-2.2
L9820,70.267,-151.387,9.5,5/21/22,NaN,NaN,-2.0
L9820,70.267,-151.387,9.5,5/22/22,NaN,NaN,-1.8
L9820,70.267,-151.387,9.5,5/23/22,NaN,NaN,-1.6
L9820,70.267,-151.387,9.5,5/24/22,NaN,NaN,-1.4
L9820,70.267,-151.387,9.5,5/25/22,NaN,NaN,-1.2
L9820,70.267,-151.387,9.5,5/26/22,NaN,NaN,-0.9
L9820,70.267,-151.387,9.5,5/27/22,NaN,NaN,-0.6
L9820,70.267,-151.387,9.5,5/28/22,NaN,NaN,-0.3
L9820,70.267,-151.387,9.5,5/29/22,NaN,NaN,-0.1
L9820,70.267,-151.387,9.5,5/30/22,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,5/31/22,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,6/1/22,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,6/2/22,NaN,NaN,0.3
L9820,70.267,-151.387,9.5,6/3/22,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,6/4/22,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,6/5/22,NaN,NaN,0.0
L9820,70.267,-151.387,9.5,6/6/22,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,6/7/22,NaN,NaN,0.1
L9820,70.267,-151.387,9.5,6/8/22,NaN,NaN,0.3
L9820,70.267,-151.387,9.5,6/9/22,NaN,NaN,0.7
L9820,70.267,-151.387,9.5,6/10/22,NaN,NaN,0.4
L9820,70.267,-151.387,9.5,6/11/22,NaN,NaN,0.3
L9820,70.267,-151.387,9.5,6/12/22,NaN,NaN,0.8
L9820,70.267,-151.387,9.5,6/13/22,NaN,NaN,0.8
L9820,70.267,-151.387,9.5,6/14/22,NaN,NaN,1.2
L9820,70.267,-151.387,9.5,6/15/22,NaN,NaN,1.5
L9820,70.267,-151.387,9.5,6/16/22,NaN,NaN,2.4
L9820,70.267,-151.387,9.5,6/17/22,NaN,NaN,2.7
L9820,70.267,-151.387,9.5,6/18/22,NaN,NaN,2.5
L9820,70.267,-151.387,9.5,6/19/22,NaN,NaN,2.7
L9820,70.267,-151.387,9.5,6/20/22,NaN,NaN,3.1
L9820,70.267,-151.387,9.5,6/21/22,NaN,NaN,3.0
L9820,70.267,-151.387,9.5,6/22/22,NaN,NaN,3.7
L9820,70.267,-151.387,9.5,6/23/22,NaN,NaN,4.4
L9820,70.267,-151.387,9.5,6/24/22,NaN,NaN,4.1
L9820,70.267,-151.387,9.5,6/25/22,NaN,NaN,4.5
L9820,70.267,-151.387,9.5,6/26/22,NaN,NaN,4.7
L9820,70.267,-151.387,9.5,6/27/22,0.85,7.70,6.7
L9820,70.267,-151.387,9.5,6/28/22,0.86,7.71,8.5
L9820,70.267,-151.387,9.5,6/29/22,0.86,7.71,10.1
L9820,70.267,-151.387,9.5,6/30/22,0.86,7.71,11.7
L9820,70.267,-151.387,9.5,7/1/22,0.86,7.71,13.9
L9820,70.267,-151.387,9.5,7/2/22,0.85,7.70,15.1
L9820,70.267,-151.387,9.5,7/3/22,0.84,7.69,14.5
L9820,70.267,-151.387,9.5,7/4/22,0.84,7.69,14.1
L9820,70.267,-151.387,9.5,7/5/22,0.83,7.68,15.0
L9820,70.267,-151.387,9.5,7/6/22,0.83,7.68,16.4
L9820,70.267,-151.387,9.5,7/7/22,0.83,7.68,17.0
L9820,70.267,-151.387,9.5,7/8/22,0.82,7.67,16.1
L9820,70.267,-151.387,9.5,7/9/22,0.82,7.67,15.6
L9820,70.267,-151.387,9.5,7/10/22,0.81,7.66,16.2
L9820,70.267,-151.387,9.5,7/11/22,0.81,7.66,15.6
L9820,70.267,-151.387,9.5,7/12/22,0.81,7.66,12.6
L9820,70.267,-151.387,9.5,7/13/22,0.82,7.67,9.9
L9820,70.267,-151.387,9.5,7/14/22,0.82,7.67,9.4
L9820,70.267,-151.387,9.5,7/15/22,0.81,7.66,10.2
L9820,70.267,-151.387,9.5,7/16/22,0.81,7.66,10.4
L9820,70.267,-151.387,9.5,7/17/22,0.81,7.66,10.3
L9820,70.267,-151.387,9.5,7/18/22,0.81,7.66,10.8
L9820,70.267,-151.387,9.5,7/19/22,0.80,7.65,10.6
L9820,70.267,-151.387,9.5,7/20/22,0.80,7.65,11.8
L9820,70.267,-151.387,9.5,7/21/22,0.79,7.64,12.3
L9820,70.267,-151.387,9.5,7/22/22,0.79,7.64,11.1
L9820,70.267,-151.387,9.5,7/23/22,0.79,7.64,10.3
L9820,70.267,-151.387,9.5,7/24/22,0.80,7.65,10.6
L9820,70.267,-151.387,9.5,7/25/22,0.80,7.65,10.1
L9820,70.267,-151.387,9.5,7/26/22,0.80,7.65,8.5
L9820,70.267,-151.387,9.5,7/27/22,0.82,7.67,7.0
L9820,70.267,-151.387,9.5,7/28/22,0.84,7.69,5.5
L9820,70.267,-151.387,9.5,7/29/22,0.85,7.70,5.6
L9820,70.267,-151.387,9.5,7/30/22,0.87,7.72,6.6
L9820,70.267,-151.387,9.5,7/31/22,0.88,7.73,7.3
L9820,70.267,-151.387,9.5,8/1/22,0.89,7.74,7.5
L9820,70.267,-151.387,9.5,8/2/22,0.90,7.75,7.3
L9820,70.267,-151.387,9.5,8/3/22,0.90,7.75,9.8
L9820,70.267,-151.387,9.5,8/4/22,0.90,7.75,12.1
L9820,70.267,-151.387,9.5,8/5/22,0.90,7.75,13.4
L9820,70.267,-151.387,9.5,8/6/22,0.89,7.74,11.5
L9820,70.267,-151.387,9.5,8/7/22,0.89,7.74,10.5
L9820,70.267,-151.387,9.5,8/8/22,0.89,7.74,9.1
L9820,70.267,-151.387,9.5,8/9/22,0.88,7.73,8.0
L9820,70.267,-151.387,9.5,8/10/22,0.88,7.73,8.4
L9820,70.267,-151.387,9.5,8/11/22,0.88,7.73,9.4
L9820,70.267,-151.387,9.5,8/12/22,0.88,7.73,10.2
LittleAlaska,70.032,-152.194,28.9,8/24/19,1.87,28.06,7.5
LittleAlaska,70.032,-152.194,28.9,8/25/19,1.89,28.08,7.7
LittleAlaska,70.032,-152.194,28.9,8/26/19,1.91,28.10,7.7
LittleAlaska,70.032,-152.194,28.9,8/27/19,1.95,28.14,8.1
LittleAlaska,70.032,-152.194,28.9,8/28/19,1.98,28.17,7.8
LittleAlaska,70.032,-152.194,28.9,8/29/19,1.97,28.16,7.7
LittleAlaska,70.032,-152.194,28.9,8/30/19,1.96,28.15,7.7
LittleAlaska,70.032,-152.194,28.9,8/31/19,1.94,28.13,7.1
LittleAlaska,70.032,-152.194,28.9,9/1/19,1.92,28.11,6.6
LittleAlaska,70.032,-152.194,28.9,9/2/19,1.92,28.11,6.8
LittleAlaska,70.032,-152.194,28.9,9/3/19,1.93,28.12,7.7
LittleAlaska,70.032,-152.194,28.9,9/4/19,1.94,28.13,8.8
LittleAlaska,70.032,-152.194,28.9,9/5/19,1.93,28.12,9.0
LittleAlaska,70.032,-152.194,28.9,9/6/19,1.92,28.11,9.3
LittleAlaska,70.032,-152.194,28.9,9/7/19,1.91,28.10,9.8
LittleAlaska,70.032,-152.194,28.9,9/8/19,1.90,28.09,10.4
LittleAlaska,70.032,-152.194,28.9,9/9/19,1.90,28.09,10.6
LittleAlaska,70.032,-152.194,28.9,9/10/19,1.88,28.07,10.3
LittleAlaska,70.032,-152.194,28.9,9/11/19,1.87,28.06,10.0
LittleAlaska,70.032,-152.194,28.9,9/12/19,1.86,28.05,9.3
LittleAlaska,70.032,-152.194,28.9,9/13/19,1.85,28.04,8.2
LittleAlaska,70.032,-152.194,28.9,9/14/19,1.85,28.04,7.6
LittleAlaska,70.032,-152.194,28.9,9/15/19,1.84,28.03,6.6
LittleAlaska,70.032,-152.194,28.9,9/16/19,1.84,28.03,5.7
LittleAlaska,70.032,-152.194,28.9,9/17/19,1.84,28.03,5.4
LittleAlaska,70.032,-152.194,28.9,9/18/19,1.84,28.03,5.3
LittleAlaska,70.032,-152.194,28.9,9/19/19,1.84,28.03,5.2
LittleAlaska,70.032,-152.194,28.9,9/20/19,1.83,28.02,4.5
LittleAlaska,70.032,-152.194,28.9,9/21/19,1.83,28.02,4.0
LittleAlaska,70.032,-152.194,28.9,9/22/19,1.84,28.03,3.8
LittleAlaska,70.032,-152.194,28.9,9/23/19,1.84,28.03,3.7
LittleAlaska,70.032,-152.194,28.9,9/24/19,1.84,28.03,3.4
LittleAlaska,70.032,-152.194,28.9,9/25/19,1.83,28.02,3.2
LittleAlaska,70.032,-152.194,28.9,9/26/19,1.83,28.02,2.8
LittleAlaska,70.032,-152.194,28.9,9/27/19,1.83,28.02,2.4
LittleAlaska,70.032,-152.194,28.9,9/28/19,1.82,28.01,2.7
LittleAlaska,70.032,-152.194,28.9,9/29/19,1.82,28.01,2.6
LittleAlaska,70.032,-152.194,28.9,9/30/19,1.82,28.01,2.7
LittleAlaska,70.032,-152.194,28.9,10/1/19,1.86,28.05,3.0
LittleAlaska,70.032,-152.194,28.9,10/2/19,1.83,28.02,2.8
LittleAlaska,70.032,-152.194,28.9,10/3/19,1.82,28.01,2.4
LittleAlaska,70.032,-152.194,28.9,10/4/19,1.81,28.00,2.1
LittleAlaska,70.032,-152.194,28.9,10/5/19,1.81,28.00,1.3
LittleAlaska,70.032,-152.194,28.9,10/6/19,1.81,28.00,0.8
LittleAlaska,70.032,-152.194,28.9,10/7/19,NaN,NaN,0.5
LittleAlaska,70.032,-152.194,28.9,10/8/19,NaN,NaN,0.9
LittleAlaska,70.032,-152.194,28.9,10/9/19,NaN,NaN,0.9
LittleAlaska,70.032,-152.194,28.9,10/10/19,NaN,NaN,0.8
LittleAlaska,70.032,-152.194,28.9,10/11/19,NaN,NaN,0.4
LittleAlaska,70.032,-152.194,28.9,10/12/19,NaN,NaN,0.1
LittleAlaska,70.032,-152.194,28.9,10/13/19,NaN,NaN,0.7
LittleAlaska,70.032,-152.194,28.9,10/14/19,NaN,NaN,1.1
LittleAlaska,70.032,-152.194,28.9,10/15/19,NaN,NaN,1.4
LittleAlaska,70.032,-152.194,28.9,10/16/19,NaN,NaN,1.6
LittleAlaska,70.032,-152.194,28.9,10/17/19,NaN,NaN,1.7
LittleAlaska,70.032,-152.194,28.9,10/18/19,NaN,NaN,1.9
LittleAlaska,70.032,-152.194,28.9,10/19/19,NaN,NaN,2.0
LittleAlaska,70.032,-152.194,28.9,10/20/19,NaN,NaN,2.2
LittleAlaska,70.032,-152.194,28.9,10/21/19,NaN,NaN,2.3
LittleAlaska,70.032,-152.194,28.9,10/22/19,NaN,NaN,2.3
LittleAlaska,70.032,-152.194,28.9,10/23/19,NaN,NaN,2.4
LittleAlaska,70.032,-152.194,28.9,10/24/19,NaN,NaN,2.4
LittleAlaska,70.032,-152.194,28.9,10/25/19,NaN,NaN,2.5
LittleAlaska,70.032,-152.194,28.9,10/26/19,NaN,NaN,2.6
LittleAlaska,70.032,-152.194,28.9,10/27/19,NaN,NaN,2.6
LittleAlaska,70.032,-152.194,28.9,10/28/19,NaN,NaN,2.6
LittleAlaska,70.032,-152.194,28.9,10/29/19,NaN,NaN,2.7
LittleAlaska,70.032,-152.194,28.9,10/30/19,NaN,NaN,2.8
LittleAlaska,70.032,-152.194,28.9,10/31/19,NaN,NaN,2.8
LittleAlaska,70.032,-152.194,28.9,11/1/19,NaN,NaN,2.9
LittleAlaska,70.032,-152.194,28.9,11/2/19,NaN,NaN,2.9
LittleAlaska,70.032,-152.194,28.9,11/3/19,NaN,NaN,2.9
LittleAlaska,70.032,-152.194,28.9,11/4/19,NaN,NaN,3.0
LittleAlaska,70.032,-152.194,28.9,11/5/19,NaN,NaN,3.0
LittleAlaska,70.032,-152.194,28.9,11/6/19,NaN,NaN,3.0
